School ID,School Name,Status as of 2024,Year,DropoutRate,NumDropouts,TotalStudents,AdjustedStudents
400172,ASPIRA - BUSINESS & FINANCE HS,,2022,4.9,26,554,532
400172,ASPIRA - BUSINESS & FINANCE HS,,2023,6.2,31,506,501
400172,ASPIRA - BUSINESS & FINANCE HS,,2024,2.9,14,500,481
400013,ASPIRA - EARLY COLLEGE HS,,2011,5.2,28,536,534
400013,ASPIRA - EARLY COLLEGE HS,,2012,5.4,27,505,500
400013,ASPIRA - EARLY COLLEGE HS,,2013,3.2,16,508,505
400013,ASPIRA - EARLY COLLEGE HS,,2014,4.3,22,530,514
400013,ASPIRA - EARLY COLLEGE HS,,2015,9.6,47,508,491
400013,ASPIRA - EARLY COLLEGE HS,,2016,5.2,27,539,523
400013,ASPIRA - EARLY COLLEGE HS,,2017,3.5,15,448,433
400013,ASPIRA - EARLY COLLEGE HS,,2018,5.8,22,400,380
400013,ASPIRA - EARLY COLLEGE HS,,2019,5.9,20,351,339
400013,ASPIRA - EARLY COLLEGE HS,,2020,0.6,2,346,337
400013,ASPIRA - EARLY COLLEGE HS,,2021,0.3,1,306,302
400013,ASPIRA - EARLY COLLEGE HS,,2022,6.5,20,325,307
400013,ASPIRA - EARLY COLLEGE HS,,2023,6.9,19,283,274
400013,ASPIRA - EARLY COLLEGE HS,,2024,5,14,291,280
610518,AUSTIN CCA HS,,2011,8.9,32,378,359
610518,AUSTIN CCA HS,,2012,7.3,28,403,383
610518,AUSTIN CCA HS,,2013,4.2,14,367,331
610518,AUSTIN CCA HS,,2014,3.1,10,339,319
610518,AUSTIN CCA HS,,2015,4.5,11,261,243
610518,AUSTIN CCA HS,,2016,7.9,15,204,189
610518,AUSTIN CCA HS,,2017,5.6,15,324,268
610518,AUSTIN CCA HS,,2018,5.6,13,275,231
610518,AUSTIN CCA HS,,2019,2.5,5,246,197
610518,AUSTIN CCA HS,,2020,5,13,290,262
610518,AUSTIN CCA HS,,2021,5.2,12,242,230
610518,AUSTIN CCA HS,,2022,13.5,26,229,193
610518,AUSTIN CCA HS,,2023,6.3,13,244,207
610518,AUSTIN CCA HS,,2024,13.7,25,214,182
610563,BACK OF THE YARDS HS,,2011, , , , 
610563,BACK OF THE YARDS HS,,2012, , , , 
610563,BACK OF THE YARDS HS,,2013, , , , 
610563,BACK OF THE YARDS HS,,2014,0.4,1,284,275
610563,BACK OF THE YARDS HS,,2015,0.4,2,549,539
610563,BACK OF THE YARDS HS,,2016,0.1,1,793,778
610563,BACK OF THE YARDS HS,,2017,0.3,3,1059,1030
610563,BACK OF THE YARDS HS,,2018,0.3,3,1077,1054
610563,BACK OF THE YARDS HS,,2019,0.5,5,1069,1048
610563,BACK OF THE YARDS HS,,2020,0.5,5,1090,1067
610563,BACK OF THE YARDS HS,,2021,0.1,1,1085,1071
610563,BACK OF THE YARDS HS,,2022,1,10,1073,1035
610563,BACK OF THE YARDS HS,,2023,1.5,15,1026,1001
610563,BACK OF THE YARDS HS,,2024,1.8,18,1027,1007
609698,BOGAN HS,,2011,17.3,344,2127,1994
609698,BOGAN HS,,2012,11.9,213,1901,1793
609698,BOGAN HS,,2013,8.5,126,1612,1481
609698,BOGAN HS,,2014,4.4,50,1278,1143
609698,BOGAN HS,,2015,3.5,34,1048,970
609698,BOGAN HS,,2016,3.1,26,951,849
609698,BOGAN HS,,2017,2,15,878,767
609698,BOGAN HS,,2018,2.9,22,842,761
609698,BOGAN HS,,2019,4.7,39,911,836
609698,BOGAN HS,,2020,6.4,51,871,793
609698,BOGAN HS,,2021,2.7,20,769,739
609698,BOGAN HS,,2022,8.9,67,846,756
609698,BOGAN HS,,2023,7,46,730,656
609698,BOGAN HS,,2024,4.8,30,687,621
610323,BOWEN HS,,2011,8,14,206,176
610323,BOWEN HS,,2012,3.2,21,823,659
610323,BOWEN HS,,2013,2.2,11,678,508
610323,BOWEN HS,,2014,5.1,22,572,430
610323,BOWEN HS,,2015,1.4,5,448,345
610323,BOWEN HS,,2016,1.6,5,421,321
610323,BOWEN HS,,2017,1.8,6,408,330
610323,BOWEN HS,,2018,5.4,15,344,279
610323,BOWEN HS,,2019,12.5,33,290,264
610323,BOWEN HS,,2020,7.6,20,312,262
610323,BOWEN HS,,2021,0.9,2,248,221
610323,BOWEN HS,,2022,0.5,1,256,205
610323,BOWEN HS,,2023,2.2,5,271,223
610323,BOWEN HS,,2024,7.1,17,282,240
610381,BRONZEVILLE HS,,2011,4.4,24,569,550
610381,BRONZEVILLE HS,,2012,6.6,36,563,546
610381,BRONZEVILLE HS,,2013,3.2,16,532,502
610381,BRONZEVILLE HS,,2014,1.2,6,507,484
610381,BRONZEVILLE HS,,2015,0.2,1,477,445
610381,BRONZEVILLE HS,,2016,1.9,8,452,418
610381,BRONZEVILLE HS,,2017,1.4,5,386,357
610381,BRONZEVILLE HS,,2018,4.4,13,321,297
610381,BRONZEVILLE HS,,2019,0.5,1,208,194
610381,BRONZEVILLE HS,,2020,1.9,2,113,108
610381,BRONZEVILLE HS,,2021,1.3,1,82,78
610381,BRONZEVILLE HS,,2022,5.8,4,71,69
610381,BRONZEVILLE HS,,2023,9.5,8,85,84
610381,BRONZEVILLE HS,,2024,0.9,1,119,109
609726,BROOKS HS,,2011,2.4,19,783,777
609726,BROOKS HS,,2012,1.5,12,792,781
609726,BROOKS HS,,2013,2,15,772,763
609726,BROOKS HS,,2014,0.9,7,792,770
609726,BROOKS HS,,2015,1.5,12,801,788
609726,BROOKS HS,,2016,2.7,23,871,858
609726,BROOKS HS,,2017,1.5,13,882,874
609726,BROOKS HS,,2018,1.2,10,873,860
609726,BROOKS HS,,2019,1.1,10,904,882
609726,BROOKS HS,,2020,5.2,49,943,942
609726,BROOKS HS,,2021,1.1,10,899,877
609726,BROOKS HS,,2022,1.7,15,901,876
609726,BROOKS HS,,2023,1.2,10,885,856
609726,BROOKS HS,,2024,0.5,4,879,857
609760,CARVER MILITARY HS,,2011,3.2,18,576,562
609760,CARVER MILITARY HS,,2012,1.1,6,553,528
609760,CARVER MILITARY HS,,2013,2.4,13,554,537
609760,CARVER MILITARY HS,,2014,1.5,8,542,526
609760,CARVER MILITARY HS,,2015,1.8,9,519,504
609760,CARVER MILITARY HS,,2016,0.6,3,494,478
609760,CARVER MILITARY HS,,2017,0.8,4,510,492
609760,CARVER MILITARY HS,,2018,0.8,4,498,477
609760,CARVER MILITARY HS,,2019,0.6,3,488,470
609760,CARVER MILITARY HS,,2020,1.9,9,483,478
609760,CARVER MILITARY HS,,2021,2.9,13,450,448
609760,CARVER MILITARY HS,,2022,3.6,15,428,415
609760,CARVER MILITARY HS,,2023,5,21,426,420
609760,CARVER MILITARY HS,,2024,4.3,18,434,417
400182,CATALYST MARIA HS,,2011, , , , 
400182,CATALYST MARIA HS,,2012, , , , 
400182,CATALYST MARIA HS,,2013,4.5,8,179,179
400182,CATALYST MARIA HS,,2014,4.2,16,387,380
400182,CATALYST MARIA HS,,2015,7.6,36,476,476
400182,CATALYST MARIA HS,,2016,1.8,10,557,542
400182,CATALYST MARIA HS,,2017,1.3,7,565,540
400182,CATALYST MARIA HS,,2018,2.1,11,541,519
400182,CATALYST MARIA HS,,2019,1,5,540,512
400182,CATALYST MARIA HS,,2020,1.6,8,517,492
400182,CATALYST MARIA HS,,2021,0.4,2,546,533
400182,CATALYST MARIA HS,,2022,1.6,10,681,641
400182,CATALYST MARIA HS,,2023,1.3,7,575,540
400182,CATALYST MARIA HS,,2024,0.9,5,557,533
400022,CHIARTS HS,,2011,3.9,12,311,310
400022,CHIARTS HS,,2012,3.7,17,455,455
400022,CHIARTS HS,,2013,2.1,12,581,580
400022,CHIARTS HS,,2014,3.5,20,583,579
400022,CHIARTS HS,,2015,5.2,31,600,593
400022,CHIARTS HS,,2016,3.1,18,598,587
400022,CHIARTS HS,,2017,2.6,16,614,609
400022,CHIARTS HS,,2018,2,12,619,611
400022,CHIARTS HS,,2019,2.4,15,619,615
400022,CHIARTS HS,,2020,3.7,23,623,619
400022,CHIARTS HS,,2021,2.5,15,618,610
400022,CHIARTS HS,,2022,3.4,21,628,625
400022,CHIARTS HS,,2023,2.6,16,620,608
400022,CHIARTS HS,,2024,1.3,8,614,598
610340,CHICAGO ACADEMY HS,,2011,5.8,29,520,500
610340,CHICAGO ACADEMY HS,,2012,4.6,23,515,504
610340,CHICAGO ACADEMY HS,,2013,4.3,23,547,533
610340,CHICAGO ACADEMY HS,,2014,3.6,19,539,524
610340,CHICAGO ACADEMY HS,,2015,3,16,550,538
610340,CHICAGO ACADEMY HS,,2016,1.1,6,553,542
610340,CHICAGO ACADEMY HS,,2017,2.9,16,560,545
610340,CHICAGO ACADEMY HS,,2018,2,11,566,548
610340,CHICAGO ACADEMY HS,,2019,1.1,6,583,561
610340,CHICAGO ACADEMY HS,,2020,1.4,8,581,566
610340,CHICAGO ACADEMY HS,,2021,0,0,582,569
610340,CHICAGO ACADEMY HS,,2022,0,0,571,558
610340,CHICAGO ACADEMY HS,,2023,0.4,2,573,562
610340,CHICAGO ACADEMY HS,,2024,1.1,6,572,556
609753,CHICAGO AGRICULTURE HS,,2011,7.3,46,634,631
609753,CHICAGO AGRICULTURE HS,,2012,3.6,21,605,586
609753,CHICAGO AGRICULTURE HS,,2013,1.4,9,657,642
609753,CHICAGO AGRICULTURE HS,,2014,2.5,16,670,652
609753,CHICAGO AGRICULTURE HS,,2015,2,14,703,686
609753,CHICAGO AGRICULTURE HS,,2016,2.1,15,737,719
609753,CHICAGO AGRICULTURE HS,,2017,0.6,4,728,699
609753,CHICAGO AGRICULTURE HS,,2018,1,7,733,708
609753,CHICAGO AGRICULTURE HS,,2019,2.5,19,788,761
609753,CHICAGO AGRICULTURE HS,,2020,4.5,37,835,826
609753,CHICAGO AGRICULTURE HS,,2021,2.3,19,842,809
609753,CHICAGO AGRICULTURE HS,,2022,1.5,12,833,800
609753,CHICAGO AGRICULTURE HS,,2023,0.4,3,802,760
609753,CHICAGO AGRICULTURE HS,,2024,1,8,808,771
400161,CHICAGO COLLEGIATE,,2011, , , , 
400161,CHICAGO COLLEGIATE,,2012, , , , 
400161,CHICAGO COLLEGIATE,,2013, , , , 
400161,CHICAGO COLLEGIATE,,2014, , , , 
400161,CHICAGO COLLEGIATE,,2015, , , , 
400161,CHICAGO COLLEGIATE,,2016, , , , 
400161,CHICAGO COLLEGIATE,,2017, , , , 
400161,CHICAGO COLLEGIATE,,2018,4.9,2,51,41
400161,CHICAGO COLLEGIATE,,2019,1.4,1,84,72
400161,CHICAGO COLLEGIATE,,2020,1.1,1,111,95
400161,CHICAGO COLLEGIATE,,2021,4.1,6,154,148
400161,CHICAGO COLLEGIATE,,2022,4.4,6,149,135
400161,CHICAGO COLLEGIATE,,2023,3.1,4,143,130
400161,CHICAGO COLLEGIATE,,2024,1.4,2,156,142
400147,CHICAGO EXCEL HS,,2011, , , , 
400147,CHICAGO EXCEL HS,,2012, , , , 
400147,CHICAGO EXCEL HS,,2013,31.3,146,472,467
400147,CHICAGO EXCEL HS,,2014,25.3,102,420,403
400147,CHICAGO EXCEL HS,,2015,52.8,205,405,388
400147,CHICAGO EXCEL HS,,2016,37.7,134,383,355
400147,CHICAGO EXCEL HS,,2017,35,117,343,334
400147,CHICAGO EXCEL HS,,2018,39.9,153,399,383
400147,CHICAGO EXCEL HS,,2019,35.5,138,407,389
400147,CHICAGO EXCEL HS,,2020,33.6,126,381,375
400147,CHICAGO EXCEL HS,,2021,8.5,29,351,341
400147,CHICAGO EXCEL HS,,2022,41.4,132,343,319
400147,CHICAGO EXCEL HS,,2023,29.3,90,314,307
400147,CHICAGO EXCEL HS,,2024,17.2,50,309,290
400035,CHICAGO MATH & SCIENCE HS,,2011,4.3,15,364,346
400035,CHICAGO MATH & SCIENCE HS,,2012,3.8,13,349,338
400035,CHICAGO MATH & SCIENCE HS,,2013,6.8,23,352,338
400035,CHICAGO MATH & SCIENCE HS,,2014,3.9,14,373,363
400035,CHICAGO MATH & SCIENCE HS,,2015,2.2,8,382,369
400035,CHICAGO MATH & SCIENCE HS,,2016,2.2,8,368,356
400035,CHICAGO MATH & SCIENCE HS,,2017,2.6,9,363,348
400035,CHICAGO MATH & SCIENCE HS,,2018,2,7,357,344
400035,CHICAGO MATH & SCIENCE HS,,2019,5.5,20,383,363
400035,CHICAGO MATH & SCIENCE HS,,2020,2.5,11,464,446
400035,CHICAGO MATH & SCIENCE HS,,2021,0.3,1,399,369
400035,CHICAGO MATH & SCIENCE HS,,2022,1.1,4,401,364
400035,CHICAGO MATH & SCIENCE HS,,2023,1.6,6,403,379
400035,CHICAGO MATH & SCIENCE HS,,2024,0.2,1,430,406
609754,CHICAGO MILITARY HS,,2011,5.8,30,521,520
609754,CHICAGO MILITARY HS,,2012,9.3,44,476,473
609754,CHICAGO MILITARY HS,,2013,3,13,460,438
609754,CHICAGO MILITARY HS,,2014,2.3,9,409,399
609754,CHICAGO MILITARY HS,,2015,1.6,6,384,373
609754,CHICAGO MILITARY HS,,2016,0.3,1,332,314
609754,CHICAGO MILITARY HS,,2017,1.4,4,303,289
609754,CHICAGO MILITARY HS,,2018,0.7,2,311,300
609754,CHICAGO MILITARY HS,,2019,0.3,1,300,294
609754,CHICAGO MILITARY HS,,2020,4.2,13,309,309
609754,CHICAGO MILITARY HS,,2021,1.8,5,285,284
609754,CHICAGO MILITARY HS,,2022,4.9,12,255,245
609754,CHICAGO MILITARY HS,,2023,0,0,227,212
609754,CHICAGO MILITARY HS,,2024,3.4,7,217,203
400091,CHICAGO TECH HS,,2011,11.2,23,213,205
400091,CHICAGO TECH HS,,2012,9.6,29,310,303
400091,CHICAGO TECH HS,,2013,7.9,29,380,369
400091,CHICAGO TECH HS,,2014,6,23,398,386
400091,CHICAGO TECH HS,,2015,3.6,13,381,363
400091,CHICAGO TECH HS,,2016,3.6,11,325,309
400091,CHICAGO TECH HS,,2017,1.9,5,272,260
400091,CHICAGO TECH HS,,2018,0.9,2,246,229
400091,CHICAGO TECH HS,,2019,2.3,6,270,258
400091,CHICAGO TECH HS,,2020,1,3,328,307
400091,CHICAGO TECH HS,,2021,0.3,1,387,373
400091,CHICAGO TECH HS,,2022,0,0,428,395
400091,CHICAGO TECH HS,,2023,3,11,402,366
400091,CHICAGO TECH HS,,2024,1.7,6,381,355
609674,CHICAGO VOCATIONAL HS,,2011,8.9,99,1162,1118
609674,CHICAGO VOCATIONAL HS,,2012,4.3,35,912,815
609674,CHICAGO VOCATIONAL HS,,2013,5.8,52,1011,902
609674,CHICAGO VOCATIONAL HS,,2014,4.1,38,1052,934
609674,CHICAGO VOCATIONAL HS,,2015,4.8,45,1027,933
609674,CHICAGO VOCATIONAL HS,,2016,3.9,37,1024,941
609674,CHICAGO VOCATIONAL HS,,2017,2.2,19,961,867
609674,CHICAGO VOCATIONAL HS,,2018,2.5,21,935,840
609674,CHICAGO VOCATIONAL HS,,2019,2.9,25,960,871
609674,CHICAGO VOCATIONAL HS,,2020,6.7,53,845,788
609674,CHICAGO VOCATIONAL HS,,2021,2.6,19,771,726
609674,CHICAGO VOCATIONAL HS,,2022,6.1,41,732,671
609674,CHICAGO VOCATIONAL HS,,2023,5.1,34,719,665
609674,CHICAGO VOCATIONAL HS,,2024,6.2,39,672,627
400032,CICS - ELLISON HS,,2011,2.6,14,563,544
400032,CICS - ELLISON HS,,2012,6.9,39,568,566
400032,CICS - ELLISON HS,,2013,7.8,44,566,561
400032,CICS - ELLISON HS,,2014,3.9,19,507,483
400032,CICS - ELLISON HS,,2015,3.7,17,475,454
400032,CICS - ELLISON HS,,2016,3.7,16,448,427
400032,CICS - ELLISON HS,,2017,3.9,16,437,406
400032,CICS - ELLISON HS,,2018,3.9,15,420,385
400032,CICS - ELLISON HS,,2019,3.3,11,356,329
400032,CICS - ELLISON HS,,2020,8.3,21,267,254
400032,CICS - ELLISON HS,,2021,2.5,5,213,202
400032,CICS - ELLISON HS,,2022,5.1,9,193,178
400032,CICS - ELLISON HS,,2023,1.1,2,214,190
400032,CICS - ELLISON HS,,2024,6.2,12,220,193
400033,CICS - LONGWOOD,,2011,8.1,45,565,557
400033,CICS - LONGWOOD,,2012,4.8,26,545,539
400033,CICS - LONGWOOD,,2013,10.7,49,467,457
400033,CICS - LONGWOOD,,2014,4.4,17,412,385
400033,CICS - LONGWOOD,,2015,3.1,12,412,387
400033,CICS - LONGWOOD,,2016,2.6,10,420,388
400033,CICS - LONGWOOD,,2017,3.3,15,502,455
400033,CICS - LONGWOOD,,2018,3.1,14,485,450
400033,CICS - LONGWOOD,,2019,0.5,2,448,409
400033,CICS - LONGWOOD,,2020,12.1,50,420,414
400033,CICS - LONGWOOD,,2021,4.9,20,412,409
400033,CICS - LONGWOOD,,2022,11.2,47,429,421
400033,CICS - LONGWOOD,,2023,5.1,21,469,414
400033,CICS - LONGWOOD,,2024,1.8,7,445,395
400034,CICS - NORTHTOWN HS,,2011,3.2,28,873,871
400034,CICS - NORTHTOWN HS,,2012,4.4,38,869,867
400034,CICS - NORTHTOWN HS,,2013,2.8,29,1046,1040
400034,CICS - NORTHTOWN HS,,2014,2.8,25,898,883
400034,CICS - NORTHTOWN HS,,2015,2.5,21,883,854
400034,CICS - NORTHTOWN HS,,2016,1.3,11,889,859
400034,CICS - NORTHTOWN HS,,2017,1,9,921,892
400034,CICS - NORTHTOWN HS,,2018,0.4,4,953,902
400034,CICS - NORTHTOWN HS,,2019,1.2,11,946,907
400034,CICS - NORTHTOWN HS,,2020,2.6,24,950,923
400034,CICS - NORTHTOWN HS,,2021,1.4,13,946,924
400034,CICS - NORTHTOWN HS,,2022,1.2,11,943,897
400034,CICS - NORTHTOWN HS,,2023,1.2,11,918,890
400034,CICS - NORTHTOWN HS,,2024,1.5,13,893,846
610244,CLARK HS,,2011,5,40,827,798
610244,CLARK HS,,2012,5,33,687,656
610244,CLARK HS,,2013,3,16,552,525
610244,CLARK HS,,2014,2.6,12,503,469
610244,CLARK HS,,2015,2.9,14,511,482
610244,CLARK HS,,2016,1.4,7,517,497
610244,CLARK HS,,2017,1.6,8,546,507
610244,CLARK HS,,2018,0.8,4,522,493
610244,CLARK HS,,2019,0.2,1,513,487
610244,CLARK HS,,2020,0.8,4,543,519
610244,CLARK HS,,2021,0.4,2,526,511
610244,CLARK HS,,2022,1.9,9,528,483
610244,CLARK HS,,2023,3.7,16,455,438
610244,CLARK HS,,2024,1.8,7,407,385
609759,CLEMENTE HS,,2011,13.1,177,1467,1356
609759,CLEMENTE HS,,2012,14.1,152,1130,1077
609759,CLEMENTE HS,,2013,10.9,94,908,862
609759,CLEMENTE HS,,2014,5.5,40,785,727
609759,CLEMENTE HS,,2015,4.7,35,798,749
609759,CLEMENTE HS,,2016,2.2,16,812,732
609759,CLEMENTE HS,,2017,2.9,20,763,700
609759,CLEMENTE HS,,2018,2,15,799,747
609759,CLEMENTE HS,,2019,2.2,15,716,683
609759,CLEMENTE HS,,2020,2,13,707,666
609759,CLEMENTE HS,,2021,1.2,8,720,688
609759,CLEMENTE HS,,2022,5.1,33,687,641
609759,CLEMENTE HS,,2023,3,21,734,694
609759,CLEMENTE HS,,2024,3.1,25,887,796
610499,COLLINS HS,,2011,4.1,17,430,414
610499,COLLINS HS,,2012,2.3,9,418,392
610499,COLLINS HS,,2013,3.7,15,426,408
610499,COLLINS HS,,2014,8.3,33,416,396
610499,COLLINS HS,,2015,8.2,33,425,404
610499,COLLINS HS,,2016,8.4,27,331,322
610499,COLLINS HS,,2017,5.3,14,285,266
610499,COLLINS HS,,2018,1.6,4,267,255
610499,COLLINS HS,,2019,5.6,12,230,216
610499,COLLINS HS,,2020,4,9,228,223
610499,COLLINS HS,,2021,3.8,9,244,236
610499,COLLINS HS,,2022,3,7,247,230
610499,COLLINS HS,,2023,0.5,1,210,205
610499,COLLINS HS,,2024,3.1,6,208,195
609761,CORLISS HS,,2011,19.3,164,893,849
609761,CORLISS HS,,2012,8.6,58,777,678
609761,CORLISS HS,,2013,5.7,31,650,542
609761,CORLISS HS,,2014,8.5,40,574,471
609761,CORLISS HS,,2015,7,31,502,441
609761,CORLISS HS,,2016,8.1,34,479,420
609761,CORLISS HS,,2017,5.6,20,428,354
609761,CORLISS HS,,2018,8.3,27,375,327
609761,CORLISS HS,,2019,6.3,19,337,300
609761,CORLISS HS,,2020,2.5,7,331,280
609761,CORLISS HS,,2021,4.1,12,306,291
609761,CORLISS HS,,2022,7.8,25,347,322
609761,CORLISS HS,,2023,2.1,6,333,286
609761,CORLISS HS,,2024,3.1,9,325,294
610561,CRANE MEDICAL HS,,2011, , , , 
610561,CRANE MEDICAL HS,,2012, , , , 
610561,CRANE MEDICAL HS,,2013, , , , 
610561,CRANE MEDICAL HS,,2014,1.4,2,146,141
610561,CRANE MEDICAL HS,,2015,0.7,2,322,304
610561,CRANE MEDICAL HS,,2016,0.2,1,494,431
610561,CRANE MEDICAL HS,,2017,2.4,13,594,546
610561,CRANE MEDICAL HS,,2018,0.9,4,482,454
610561,CRANE MEDICAL HS,,2019,2.5,10,418,394
610561,CRANE MEDICAL HS,,2020,2.2,9,425,407
610561,CRANE MEDICAL HS,,2021,2.1,9,450,424
610561,CRANE MEDICAL HS,,2022,1.6,6,405,375
610561,CRANE MEDICAL HS,,2023,1.4,4,312,296
610561,CRANE MEDICAL HS,,2024,0.7,2,316,293
609756,CURIE HS,,2011,8.3,304,3766,3668
609756,CURIE HS,,2012,10.9,376,3543,3444
609756,CURIE HS,,2013,5.7,177,3209,3123
