School ID,School Name_x,Status as of 2024,Year,DropoutRate,NumDropouts,TotalStudents,AdjustedStudents,School Name_y,Latitude,Longitude,Student Count,Low Income Student Count,Graduation Rate,Atttendance Rate Current Year,Address State,Address Street,Address Zip Code,Is High School,Is Middle School,Is Elementarty School,Is Pre School,Statistics Summary,Demograhics Summary
400121,ACERO - DE LA CRUZ,,2021,0,0,144,135,Acero Charter Schools - Sor Juana Inés de la Cruz,42.016476,-87.684406,381.0,348.0,88.2,90.0,Illinois,7416 N RIDGE Blvd,60645-1919,True,True,True,False,There are 381 students enrolled at ACERO - DE LA CRUZ.  91.3% are Low Income Students.  19.9% are Diverse Learners.  41.7% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Black.  This demographic makes up 47.8% of the student population.  The second greatest demographic is Hispanic at 45.1%.
400121,ACERO - DE LA CRUZ,,2022,0.7,1,153,138,Acero Charter Schools - Sor Juana Inés de la Cruz,42.016476,-87.684406,381.0,348.0,88.2,90.0,Illinois,7416 N RIDGE Blvd,60645-1919,True,True,True,False,There are 381 students enrolled at ACERO - DE LA CRUZ.  91.3% are Low Income Students.  19.9% are Diverse Learners.  41.7% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Black.  This demographic makes up 47.8% of the student population.  The second greatest demographic is Hispanic at 45.1%.
400121,ACERO - DE LA CRUZ,,2023,4,6,162,151,Acero Charter Schools - Sor Juana Inés de la Cruz,42.016476,-87.684406,381.0,348.0,88.2,90.0,Illinois,7416 N RIDGE Blvd,60645-1919,True,True,True,False,There are 381 students enrolled at ACERO - DE LA CRUZ.  91.3% are Low Income Students.  19.9% are Diverse Learners.  41.7% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Black.  This demographic makes up 47.8% of the student population.  The second greatest demographic is Hispanic at 45.1%.
400121,ACERO - DE LA CRUZ,,2024,1.7,2,139,120,Acero Charter Schools - Sor Juana Inés de la Cruz,42.016476,-87.684406,381.0,348.0,88.2,90.0,Illinois,7416 N RIDGE Blvd,60645-1919,True,True,True,False,There are 381 students enrolled at ACERO - DE LA CRUZ.  91.3% are Low Income Students.  19.9% are Diverse Learners.  41.7% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Black.  This demographic makes up 47.8% of the student population.  The second greatest demographic is Hispanic at 45.1%.
400085,ACERO - GARCIA HS,,2011,1.8,8,444,444,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2012,3.6,22,611,609,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2013,1.7,11,633,632,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2014,1.7,11,651,633,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2015,1.2,8,676,659,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2016,1.6,12,773,755,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2017,0.9,7,779,756,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2018,1.4,9,640,627,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2019,0.5,3,644,618,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2020,1,6,648,624,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2021,0.6,4,656,634,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2022,0.5,3,702,663,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2023,0.2,1,663,637,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400085,ACERO - GARCIA HS,,2024,2.5,16,664,630,Acero Charter Schools - Major Hector P. Garcia MD,41.809171,-87.730467,643.0,580.0,92.3,85.4,Illinois,4248 W 47TH St,60632,True,False,False,False,There are 643 students enrolled at ACERO - GARCIA HS.  90.2% are Low Income Students.  18.4% are Diverse Learners.  51.2% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 97.5% of the student population.  The second greatest demographic is White at 1.1%.
400149,ACERO - SOTO HS,,2011, , , , ,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2012, , , , ,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2013, , , , ,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2014,3.4,7,207,206,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2015,0.8,3,394,380,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2016,0.6,3,569,545,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2017,0.7,4,640,614,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2018,3.7,20,560,542,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2019,3,16,554,539,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2020,2.9,15,533,515,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2021,1.5,8,545,530,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2022,1.1,6,578,548,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2023,1.6,9,576,567,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
400149,ACERO - SOTO HS,,2024,1.1,6,566,556,Acero Charter Schools - Victoria Soto,41.801762,-87.711025,539.0,532.0,90.8,83.0,Illinois,5025 S ST LOUIS Ave,60632,True,False,False,False,There are 539 students enrolled at ACERO - SOTO HS.  98.7% are Low Income Students.  16.1% are Diverse Learners.  55.3% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.6% of the student population.  The second greatest demographic is White at 0.2%.
610513,AIR FORCE HS,,2011,6.7,15,226,224,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2012,3,9,313,299,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2013,4.6,18,407,394,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2014,2.5,9,378,364,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2015,1.1,4,376,360,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2016,4.1,14,352,339,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2017,3.7,12,344,322,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2018,1.3,3,260,237,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2019,0,0,204,194,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2020,0.5,1,205,194,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2021,1.1,2,196,187,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2022,0.6,1,179,164,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2023,4.3,6,150,139,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610513,AIR FORCE HS,,2024,0.9,1,124,113,Air Force Academy High School,41.828145,-87.632757,130.0,115.0,90.0,86.9,Illinois,3630 S WELLS St,60609,True,False,False,False,There are 130 students enrolled at AIR FORCE HS.  88.5% are Low Income Students.  20% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 40.8%.
610524,ALCOTT HS,,2011,5.9,10,180,170,Louisa May Alcott College Preparatory HS,41.935795,-87.680562,343.0,248.0,91.5,86.6,Illinois,2957 N HOYNE Ave,60618-8208,True,False,False,False,There are 343 students enrolled at ALCOTT HS.  72.3% are Low Income Students.  35.6% are Diverse Learners.  31.8% are Limited English Learners.,The largest demographic at ALCOTT HS is Hispanic.  This demographic makes up 67.9% of the student population.  The second greatest demographic is White at 14%.
610524,ALCOTT HS,,2012,3,7,237,231,Louisa May Alcott College Preparatory HS,41.935795,-87.680562,343.0,248.0,91.5,86.6,Illinois,2957 N HOYNE Ave,60618-8208,True,False,False,False,There are 343 students enrolled at ALCOTT HS.  72.3% are Low Income Students.  35.6% are Diverse Learners.  31.8% are Limited English Learners.,The largest demographic at ALCOTT HS is Hispanic.  This demographic makes up 67.9% of the student population.  The second greatest demographic is White at 14%.
610524,ALCOTT HS,,2013,2.2,6,284,268,Louisa May Alcott College Preparatory HS,41.935795,-87.680562,343.0,248.0,91.5,86.6,Illinois,2957 N HOYNE Ave,60618-8208,True,False,False,False,There are 343 students enrolled at ALCOTT HS.  72.3% are Low Income Students.  35.6% are Diverse Learners.  31.8% are Limited English Learners.,The largest demographic at ALCOTT HS is Hispanic.  This demographic makes up 67.9% of the student population.  The second greatest demographic is White at 14%.
